review,score,review_length,cleaned_review
"Continually locks up my smart TV!!!: BAD QUALITY STREAMS DESPITE FIBER BROADBAND ! Poor customer service, Very charming before taking payment, horrible after !",1,159,continually lock smart TV BAD QUALITY streams despite fiber BROADBAND   poor customer service charming take payment horrible
"Tired of subtitles: I’ve had Netflix for several years, but while they increased the price the quality had gone down. Same movies on for months on end, and an increase in foreign subtitled films, especially India. The videos often stutter and buffer. I’ve had enough of paying through the nose for the same old films.",2,317,tired subtitle ve Netflix year increase price quality go movie month end increase foreign subtitle film especially India video stutter buffer ve pay nose old film
"Netflix is a waste of money 💰 they…: Rubbish films, takes ages to find something worth watching and most of the recently added films are years old. Also seem to be getting more and more foreign films with subtitles! Can't remember the last time I saw a blockbuster listed.",1,272,Netflix waste money   rubbish film take age find worth watch recently add film year old get foreign film subtitle not remember time see blockbuster list
I keep getting a refund nearly every…: WARNING! READ URGENT! NETFLIX ALLOW YOUR NETFLIX ACCOUNT TO BE LOGGED IN BY OTHER PEOPLE. MY ACCOUNT DETAILS CHANGED TODAY AND THEY TOOK HAD NO EMPATHY TO DEAL WITH IT,3,206,get refund nearly warning READ URGENT NETFLIX ALLOW NETFLIX account LOGGED PEOPLE account DETAILS change today take empathy deal
Resolution drops when price goes up: Más temporadas de Icarly Sam y cat victorius por favor,1,91,resolution drop price go Ms temporadas de Icarly Sam y cat victorius por favor
I enjoy the movies: Removed a series I was watching with no notice.  I am very disappointed with Netflix and  will be using Amazon Prime instead.,4,145,enjoy movie remove series watch notice   disappointed Netflix   Amazon Prime instead
"Wish I could leave 0 stars: Best shows without ads. I like this approach. Moreover, they have many original series. It should be promoted.",1,138,wish leave 0 star good show ad like approach original series promote
"Unauthorised Payment: There’s not too much to say about Netflix. There’s such a huge selection of movies and tv shows, so you’re guaranteed to find a few things you like. The problem is that with those things you will like, there’s a whole lot there that you won’t. You could spend an hour before you find something to watch.",1,325,Unauthorised Payment s Netflix s huge selection movie tv show guarantee find thing like problem thing like s lot will not spend hour find watch
If I could give zero stars I would: Netflix is a good app and i love whatchinf stuff on it. BUT SINCE YOUVE TAKEN FRIENDS OFF THE APP IS USELESS. you all need to bring friends back it was a great show. thanks,1,208,zero star Netflix good app love whatchinf stuff YOUVE TAKEN FRIENDS APP useless need bring friend great thank
"Charged for a cancelled service: Terrible you pay threw the nose for the same boring movies , nothing ever new just old films they seem to update one movie A month what a load of s%!t!! Prime is so much better",1,209,charge cancel service terrible pay throw nose boring movie   new old film update movie month load st Prime well
Terrible: Netflix decided to take the best show of all time on 1/1/20  “ friends” now I have no reason to keep using Netflix since they decided to take off my favorite show !,1,174,terrible Netflix decide good time 1120    friend reason Netflix decide favorite
"Netflix allowed my account to be hacked.: Ok programs and movies, way too many movies from India. Biggest problem with that is I'm from the USA and don't enjoy the culture as much as what I am used to... if I wanted Indian movies I'd rent indian movies , there for I canceled my subscription.  Thanks anyway. ..",1,311,Netflix allow account hack Ok program movie way movie India big problem m USA not enjoy culture want indian movie d rent indian movie   cancel subscription   thank
"price going up AGAIN: The reception is awful, the program kept skipping and dragging...it was very irritating and we ended up turning it off. I will not recommend Netflix to anyone. Very unsatisfied.",2,199,price go reception awful program keep skip draggingit irritating end turn recommend Netflix unsatisfied
"Just had to Lower my subscription and…: Garbage for your money! Own on dvd or digital 99% of the good content already. Other pirate streaming services are available already, and will be forever.  Unless streaming services can offer a good quality film or program each month, its not worth the sub. Not in any way. The app itself is so annoying to use that it makes you want to close it .",1,387,lower subscription Garbage money dvd digital 99 good content pirate streaming service available forever   streaming service offer good quality film program month worth sub way app annoying use make want close
"ability to watch with subtitles, in different languages, no ads, lots of content: I had signed up for a free trial, got the premium deal, a few days in and I was requested to update my payment info. Got charged 9.99€. The explanation was that “I was recognized for having experienced Netflix before”. What the? Why is that a reason to charge me WITHOUT WARNING? I was using a new debit card and nowhere does it say I can’t do that. I’m waiting for my refund now. Never using this garbage app again.",4,498,ability watch subtitle different language ad lot content sign free trial get premium deal day request update payment info Got charge 999 explanation recognize having experience Netflix reason charge WARNING new debit card not m wait refund garbage app
Tripe!: I cant find any good shows or movies they take them all down and put dumb shows/ movies that no one wants to watch but they did just team up with nick thats it,2,167,tripe not find good show movie dumb show movie want watch team nick s
"Tricked by Netflix into getting me off basic plan: The amount is good viewing and quality series is terrible. Large percentage of foreign language films, B rated films and dreadfull series.",1,189,trick Netflix get basic plan good viewing quality series terrible large percentage foreign language film B rate film dreadfull series
"Poor customer service: It's poor. There's absolutely nothing on there at all. I guarantee you will spend more time looking for a movie or series than the duration of said movie or episode. New seasons take forever to come out and the movies are terrible. They started charging even more as they were increasing their selection of movies, however, (and this is a big however) the majority of the new movies were in foreign languages. I The only reason this isn't 1* is because I haven't cancelled my subscription yet and I know I'm going to have problems when I do. 1 extra star for optimism and faith.",1,601,poor customer service poor s absolutely guarantee spend time look movie series duration say movie episode new season forever come movie terrible start charge increase selection movie big majority new movie foreign language reason not 1 not cancel subscription know m go problem 1 extra star optimism faith
Just had an email stating my plan is…: After 2 million petitions to cancel a show  Netflix do nothing about it. If you had a homophobic or racist show on Netflix it wouldn't last a day and rightly so but somehow it's fine to mock Christianity.,1,243,email state plan 2 million petition cancel   Netflix homophobic racist Netflix not day rightly fine mock Christianity
1 star as I can’t give any lower…: Having a movie making Jesus gay is ok? Nah. Screw you Netfilx. We will take our money elsewhere.,1,131,1 star not low have movie make Jesus gay ok Nah Screw Netfilx money
Continually locks up my smart TV!!!: Lame. There's nothing I want to watch. Not even worth 9 quid.,1,98,continually lock smart tv Lame s want watch worth 9 quid
Tired of subtitles: Because they steal my time with ads and so on... Last weeks it is not possible to easy jump back in time for a 10s. It takes ages. 20s is not possible at all.  Movies are crap. Series are much better.  First what is loaded are ads. The slowest respose ever. Not able to ban specific trailers. Autoplay is not able to turn off. Why this crap is not free if charge??? So fckng long fckrs!,2,406,tired subtitle steal time ad week possible easy jump time 10 take age 20 possible   Movies crap Series well   load ad slow respose able ban specific trailer Autoplay able turn crap free charge fckng long fckr
Netflix is a waste of money 💰 they…: The video streaming is well done and almost always works well. I just think personal content management is somewhat limited. They may offer multiple subscription plans.,1,205,Netflix waste money   video streaming work think personal content management somewhat limited offer multiple subscription plan
"I keep getting a refund nearly every…: The supposed ""free trial"" in the UK isn't actually free, it's a free upgrade meaning they still take money out of your account.  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Netflix _𝐂𝐎𝐌𝐏𝐋𝐀𝐈𝐍𝐓𝐒-𝐒𝐮𝐩𝐩𝐨𝐫𝐭_+𝟏.𝟖,𝟓,𝟓,,'8.6.7.''𝟒'𝟎.1'𝟕_  Very misleading, can't get my money back and the customer service have an attitude. They never have a full series of films in a saga and rarely have good films",3,897,get refund nearly suppose free trial UK not actually free free upgrade mean money account   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   Netflix 8671   misleading not money customer service attitude series film saga rarely good film
"Resolution drops when price goes up: The supposed ""free trial"" in the UK isn't actually free, it's a free upgrade meaning they still take money out of your account. Very misleading, can't get my money back and the customer service have an attitude. They never have a full series of films in a saga and rarely have good films on.",1,328,resolution drop price go suppose free trial UK not actually free free upgrade mean money account misleading not money customer service attitude series film saga rarely good film
I enjoy the movies: Love African movies. Put more,4,49,enjoy movie Love african movie
"Wish I could leave 0 stars: Security is severely lacking. My account was hacked, but Netflix wouldn't accept responsibility. Account was then cancelled by customer support, and I lost usage that I had already paid for. Complete bunch of cowboys. Content ok, but prone to cancelling shows I have invested time in. All in all, I would look elsewhere.",1,348,wish leave 0 star security severely lack account hack Netflix not accept responsibility Account cancel customer support lose usage pay complete bunch cowboy Content ok prone cancel show invest time look
"Unauthorised Payment: I have tried to watch over a dozen different shows on Netflix and I have noticed in every single case, that their shows always include (or add to the existing material the shows were made from) gross, disgusting, or usually totally immoral, and in some cases down right sick and twisted content. Spoiler alert: Example Netflix made up the bit about people being tricked and turned into eels in Witcher. Proves how sick in the head Netflix are and how the most vile of us are now deeply embedded in entertainment.",1,534,Unauthorised Payment try watch dozen different show Netflix notice single case show include add exist material show gross disgusting usually totally immoral case right sick twisted content Spoiler alert Example Netflix bit people trick turn eel Witcher prof sick head Netflix vile deeply embed entertainment
"If I could give zero stars I would: Thought the Witcher might bring netflix back,  Guess not, all the potential is there but an 8 episode season and then wait 1+ yrs for another season isnt anywhere near cutting it, goodbye netflix youve dug your own grave with cutting good shows and not putting out enough content anywhere near quick enough. R.I.P",1,349,zero star thought Witcher bring netflix   guess potential 8 episode season wait 1 yrs season not near cut goodbye netflix ve dig grave cut good show put content near quick RIP
Charged for a cancelled service: I’m very disappointed with Netflix service they keep letting people Steel my email and change my email account and when I try to call them  They give me a run around,1,198,charge cancel service m disappointed Netflix service let people steel email change email account try   run
"Terrible: I've been a customer for a few years. I have also stopped subscribing before to save money. I know that their catalog is always changing and some people get upset when their favorite series disappears after a decent run, but I'm impressed with the variety and original content. I have few complaints for them as a business. I would like to see prices lowered or a loyalty perk, but I understand the model.",1,415,terrible ve customer year stop subscribe save money know catalog change people upset favorite series disappear decent run m impressed variety original content complaint business like price lower loyalty perk understand model
Netflix allowed my account to be hacked.: Anti Christian corporation. Constantly offending Christianity and Christians ☧!!!,1,123,Netflix allow account hack Anti christian corporation constantly offend Christianity Christians
price going up AGAIN: Very confused as to why Netflix management have no knowledge of what an authorization code is. This is needed to legally take card payments. Im simply asking them to give it to me to reverse a payment that they have taken from my bank account. Over the last 24 hours i have been communicating to and fro the bank and Netflix customer service. There have been multiples of phonecalls backwards and forwards to try and resolve this matter. Netflix management are even refusing to accept the simple instructions i have been given from my bank. My issue is not being resolved so i am asking to escalate my complaint...i get told i cannot speak to anybody higher than the current call handler; which is obviously a lie. I suggest you watch your money with this company as they seem to be very unaware of the rules and regulations when handling financial transactions.,2,884,price go confused Netflix management knowledge authorization code need legally card payment m simply ask reverse payment take bank account 24 hour communicate fro bank Netflix customer service multiple phonecall backwards forward try resolve matter Netflix management refuse accept simple instruction give bank issue resolve ask escalate complainti tell speak anybody high current handler obviously lie suggest watch money company unaware rule regulation handle financial transaction
"Just had to Lower my subscription and…: Netflix is a useless anti christian website stay away. Netflix decided to wage a war on Christianity, no problem at all but don't expect that Christians will ever use you again. To the creators of this website, perhaps you will earn money from promoting hatred however remember that one day you won't be on earth that's what you want to people remember you for? Shame on you.",1,415,lower subscription Netflix useless anti christian website stay away Netflix decide wage war Christianity problem not expect Christians use creator website earn money promote hatred remember day will not earth s want people remember Shame
"ability to watch with subtitles, in different languages, no ads, lots of content: Talked with customer service about removing offending materials regarding Christ. They said they will never remove it.  What will they make next to offend us...a holocaust comedy or how Allah or Mohammed is gay? Where does creativity vs offending others stop? Why has Netflix stopped being family friendly? Would you want your children to watch these shows?",4,439,ability watch subtitle different language ad lot content talk customer service remove offend material Christ say remove   offend usa holocaust comedy Allah Mohammed gay creativity vs offend stop Netflix stop family friendly want child watch show
"Tripe!: The options show in Netflix about God being in love with the Devil are so despicable, indecent. This company is blaspheming when posting outrageous movies. They need to be band from playing any movies. I am very dissatisfied with their shows.",2,250,tripe option Netflix God love Devil despicable indecent company blaspheme post outrageous movie need band play movie dissatisfied show
"Tricked by Netflix into getting me off basic plan: It can only be one star based solely on NETFLIX's lousy customer service ... not answering 2 registered letters send directly to HQ in Los Gatos (April and October 2019) really is extremely bad ... and then, when chatting with customer ""service"" online, they cannot (or are not allowed) to answer simple questions as to whom I could then contact in this matter ... I rest my case!",1,431,trick Netflix get basic plan star base solely NETFLIXs lousy customer service   answer 2 register letter send directly HQ Los Gatos April October 2019 extremely bad   chat customer service online allow answer simple question contact matter   rest case
"Poor customer service: Terrable customer service. Often take double or triple amounts that are pending by your bank even though the account has been payed. Customer service will not accept any wrong doing for taking triple out of my account before it bouncing back.  For me this is unprofessional from a corporate and I will not be returning. Rude, obnoxious, corporate giant that needs kicking down",1,399,poor customer service terrable customer service double triple amount pende bank account pay Customer service accept wrong take triple account bounce   unprofessional corporate return rude obnoxious corporate giant need kick
Just had an email stating my plan is…: Yer losing 2 stars cause you keep asking if I'm still watching!!! I WILL TURN IT OFF WHEN I'M DONE!!!!!,1,142,email state plan Yer lose 2 star cause ask m watch turn IM
"1 star as I can’t give any lower…: If it were possible to give you ten stars you would get it. Thank you, you listened to your viewer and acknowledged and responded with k drama. I no your prices will more than likely go up. Just keep in mind without your customers there would be no Netflix and be considerate when you do increase your rate. No longer will customers have to be at the mercy of Viki Rakuten and there professionalism when it comes to there programs. You finally got it!  Thank you",1,497,1 star not low possible star thank listen viewer acknowledge respond k drama price likely mind customer Netflix considerate increase rate long customer mercy Viki Rakuten professionalism come program finally get   thank
"Continually locks up my smart TV!!!: Simple, lots of series, inexpensive",1,72,continually lock smart tv Simple lot series inexpensive
"Tired of subtitles: I called back in September as my account had been hacked, changed and reset everything, discovered today that when hacked they changed account from standard to premium, only noticed as email to say account to ecpire tomorrow however i know  paid for more than a year in advance by gift card. Call for help ecxpecting that the unauthorised money returned to account - only to be told by the less tahn helpful member of netflix - 'i keep an eye on my account and I pay for it by gift card, you should have noticed'. Plus they won't refund the account or extend the time of the account to cover the loss as I paid on a gift card. The supervisor did nothing more to help but was less rude although his tone was not great. Result I have a mail address to write a letter too. Well done Netflix you have excelled in incompetence.",2,842,tired subtitle call September account hack change reset discover today hack change account standard premium notice email account ecpire tomorrow know   pay year advance gift card help ecxpecte unauthorised money return account   tell tahn helpful member netflix   eye account pay gift card notice plus will not refund account extend time account cover loss pay gift card supervisor help rude tone great Result mail address write letter Netflix excel incompetence
Netflix is a waste of money 💰 they…: Netflix disappoint me a lot!! It is incredible to allow such a film to be broadcast against Jesus! Shame of you!!!,1,151,Netflix waste money   Netflix disappoint lot incredible allow film broadcast Jesus Shame
"I keep getting a refund nearly every…: This streaming services is a mess! It offends Christians everywhere by putting us in a position to give up their services and more so to act against them! It is incredible to allow such a film to be broadcast against the Jesus! I will recommend different streaming services without a doubt! I cannot look anymore at this name ""net-flics"" which acts without any shame against what is noble, clean and healthy! Shame of you!!!",3,463,get refund nearly streaming service mess offend Christians put position service act incredible allow film broadcast Jesus recommend different streaming service doubt look anymore netflic act shame noble clean healthy Shame
Resolution drops when price goes up: You don’t get a full month when you pay for a full month. They cut you off early. I’ll enjoy the class action law suit for not providing a full month of service.,1,198,resolution drop price go not month pay month cut early Ill enjoy class action law suit provide month service
"I enjoy the movies: Nothing good to watch, films update with more awful films...zero Christmas films. Probably the worst of all the streaming films/series.",4,155,enjoy movie good watch film update awful filmszero Christmas film probably bad stream filmsserie
Wish I could leave 0 stars: During the period of offer for the free period of try and buy of 30 days the got money from my paypal because found double registration with the same email at the same day. Be carefully the are not polite.,1,233,wish leave 0 star period offer free period try buy 30 day get money paypal find double registration email day carefully polite
"Unauthorised Payment: This streaming services is a mess! It offends Christians everywhere by putting us in a position to give up their services and more so to act against them! It is incredible to allow such a film to be broadcast against the Son of God! I will recommend different streaming services without a doubt! I cannot look anymore at this name ""net-flics"" which acts without any shame against what is noble, clean and healthy! Shame of you!!!",1,451,Unauthorised Payment streaming service mess offend Christians put position service act incredible allow film broadcast Son God recommend different streaming service doubt look anymore netflic act shame noble clean healthy Shame
"If I could give zero stars I would: Nothing worth watching, ive searched for so many films and they have none of them, a COMPLETE waste of money, Cancelled my membership. People don't bother with them ! Much better offerings out there",1,234,zero star worth watch ve search film COMPLETE waste money cancel membership People not bother   well offering
"Charged for a cancelled service: I signed up to Netflix this afternoon, stupidly believing it to be a streaming service with a great range of the latest films. How wrong I was - I searched for several favourites including Elf, Jurassic Park II, The Greatest Showman, Lion King etc. None of these are in the Netflix catalogue, which is staggeringly poorly stocked, and cannot be viewed before you sign up.. I cancelled my subscription immediately, and phoned my credit card provider, who told me that Netflix had already taken the payment within minutes of signing up. I have not watched any films on Netflix and warn others not to be sucked into this money-grabbing machine. I'll be talking to the disputes team of my credit card provider when they open on Monday, but I don't expect to see my first subscription refunded from this  company.  Be warned, potential Netflix users!",1,878,charge cancel service sign Netflix afternoon stupidly believe streaming service great range late film wrong   search favourite include Elf Jurassic Park II great Showman Lion King etc Netflix catalogue staggeringly poorly stock view sign cancel subscription immediately phone credit card provider tell Netflix take payment minute sign watch film Netflix warn suck moneygrabbing machine Ill talk dispute team credit card provider open Monday not expect subscription refund   company   warn potential Netflix user
Terrible: I watch Netflix daily! I love the variety as well as the original content they produce.,1,97,terrible watch Netflix daily love variety original content produce
"Netflix allowed my account to be hacked.: Hate your new format, it even more confusing to use your  Seriously thinking thinking about disconnecting serviceyou keep raising your rates for what?",1,192,Netflix allow account hack hate new format confusing use   seriously think think disconnect serviceyou raise rate
price going up AGAIN: I love Netflix. Im using this platform for a year and i like content there.,2,97,price go love Netflix m platform year like content
Just had to Lower my subscription and…: The movies suck on Netflix. Nothing good to watch for 16$ a month.,1,106,lower subscription movie suck Netflix good watch 16 month
"Tripe!: We had Netflix services for 5 years or more. The price has gone up and up. Many other streaming services (most major) offer more services for less money. The layout is not conducive to finding new materials. Old layout that desperately needs an update. The only reason we kept Netflix, for the past 2 years or so, was kid content. The moment Disney plus dropped, we purchased a year subscription and dropped Netflix like a hot potato. Better programming and a savings of over $100/year!",2,494,tripe Netflix service 5 year price go streaming service major offer service money layout conducive find new material Old layout desperately need update reason keep Netflix past 2 year kid content moment Disney plus drop purchase year subscription drop Netflix like hot potato well programming saving 100year
Tricked by Netflix into getting me off basic plan: The price seems to keep going up while other streaming companys are getting cheaper. Also needs more current movies.,1,167,trick Netflix get basic plan price go streaming company get cheap need current movie
"Poor customer service: Netflix is so bad, they are really slow at putting movies and series on, the series and movies that they do put on are crap and un heard of, and they constantly take down the good movies.",1,210,poor customer service Netflix bad slow put movie series series movie crap un hear constantly good movie
Just had an email stating my plan is…: Never want - never ask for NETFLIX but get e mails everyday from them SCAMMERS!!!!,1,121,email state plan want   ask NETFLIX e mail everyday SCAMMERS
1 star as I can’t give any lower…: Very good OTT platform. I've been using for a long time and I am always amazed by the quality content.,1,137,1 star not low good OTT platform ve long time amazed quality content
Continually locks up my smart TV!!!: I was using Netflix without any problem until recently my card payment was declined. Netflix customer support could not find any solution yet recommended to try with a different card. Even the second card is showing the same message and they are not able to solve the problem. Bad experience!,1,329,continually lock smart tv Netflix problem recently card payment decline Netflix customer support find solution recommend try different card second card show message able solve problem bad experience
"Tired of subtitles: Just horrible.  For months, I have been fighting with them to cancel my membership.  I have had my account open for years, and have forgotten which email address is associated with the account. I know they have the ability to cancel my membership, yet they refuse to do so unless I can provide the email address.    My God, I hate this company.",2,364,tired subtitle horrible   month fight cancel membership   account open year forget email address associate account know ability cancel membership refuse provide email address     God hate company
Netflix is a waste of money 💰 they…: Netflix has security issues with a lack of customer service skills. If you enjoy chasing down hackers and fighting to Keep your money then certainly sign up for Netflix. But don’t expect any help or security from Netflix.,1,258,Netflix waste money   Netflix security issue lack customer service skill enjoy chase hacker fight money certainly sign Netflix not expect help security Netflix
"I keep getting a refund nearly every…: Didn't even get to sign up! Got an error message when trying to pay via Paypal option. Ok, I'll use my debit card then - nope, another error message. Tried online chat for support but they just were not helpful. Doesn't bode well does it? I'll not bother then. NOT impressed.",3,314,get refund nearly not sign got error message try pay Paypal option Ok Ill use debit card   nope error message try online chat support helpful not bode Ill bother impressed
"Resolution drops when price goes up: so much shi% there nowadays, it used to be a decent platform, now plenty of stupid, American comedies",1,138,resolution drop price go shi nowadays decent platform plenty stupid american comedy
"I enjoy the movies: Three times I've tried to call about issues and each time I have to explain everything then times over, but keep getting put on hold for long periods, to then be asked the same things again. Eventually just when I think I'm getting somewhere the call gets cut off and goes to their 45 second feedback. Needless to say it's not been positive and my issue still isn't resolved. They sound American, and I thought the Americans blew their own trumpet about being great in the service industry.....clearly not customer service.",4,543,enjoy movie time ve try issue time explain time getting hold long period ask thing eventually think m get gets cut go 45 second feedback needless positive issue not resolve sound american think Americans blow trumpet great service industryclearly customer service
"Wish I could leave 0 stars: Lots of content, and easy to set up an account, payment, users etc. Only downside is when My List doesn't update with things I've already seen, or something stays on my Watchlist because I didn't watch the last 20 seconds of something. Should add IMDb and Rotten Tomatoes ratings to content - saves Googling it.",1,339,wish leave 0 star lot content easy set account payment user etc downside list not update thing ve see stay Watchlist not watch 20 second add IMDb Rotten Tomatoes rating content   save Googling
Unauthorised Payment: Most Of The best shows are cancelled or you have to wait Months fit new seasons like Hannibal and Ozark. There's currently no batman films at all in the UK on Netflix or Spiderman films or star wars!! All I seem to get is crappy films that are in terrestrial TV there are some good things but not even family guy or Simpson's anything that is owned by somebody seems to not be on there I've had enough.,1,424,unauthorised payment good show cancel wait month fit new season like Hannibal Ozark s currently batman film UK Netflix Spiderman film star war crappy film terrestrial tv good thing family guy Simpsons own somebody ve
"If I could give zero stars I would: The reason Netflix no longer allows reviews is because the reviews were becoming truly horrible. The selection is becoming worse and worse. I watch Mostly repeats  now . There are less and less available ""in your country (US)"". Often I'll. exit the movie halfway through and when I come back it is gone. Meanwhile, the cost of Netflix goes up. What happened to the selection? Why has Netflix fallen apart? Switching to another app.",1,467,zero star reason Netflix long allow review review truly horrible selection bad bad watch repeat     available country Ill exit movie halfway come go cost Netflix go happen selection Netflix fall apart switch app
Charged for a cancelled service: I had a very bad experience with Netflix customer service as i called 5 people and i did chat with 2 people to solve my issue bt nothing done till now !!!!!!! Only asking me to delete Netflix n download it again n again n no one cares!!!! One of the customer service agent called Ahmed in customer service bulgaria or athena (i forget) (because of the number of people I called) he hung up the phone 2 times while I’m talking to him  I ll cancel my subscription due to this bad experience,1,521,charge cancel service bad experience Netflix customer service call 5 people chat 2 people solve issue bt till   ask delete Netflix n download n n care customer service agent call Ahmed customer service bulgaria athena forget number people call hang phone 2 time m talk   ll cancel subscription bad experience
Terrible: Funny how Netflix gives all of their own movies and TV shows a 5 stars and they are really far from it! I am tired of when I look on my menu most of my stuff is all Netflix originals and Netflix movies Netflix Netflix Netflix yall aint that good! Go back to your original business model. You're getting way too expensive and I don't turn you on just so that I can watch all of your stuff! I will be canceling.,1,419,terrible funny Netflix give movie tv show 5 star far tired look menu stuff Netflix original Netflix movie Netflix Netflix Netflix you be not good original business model get way expensive not turn watch stuff cancel
"Netflix allowed my account to be hacked.: Great Streaming Company, which seems reliable and updates theirs shows on a regular basis. I would love to see list a blog or newsletter of upcoming shows over the next 6months, to be tailored to shows I love.  There seems to be lots of bad reviews but some appear to relate to internet connection. However I have never had an issue with the service, but I have 80mps fibre broadband.",1,426,Netflix allow account hack Great Streaming Company reliable update theirs show regular basis love list blog newsletter upcoming show 6month tailor show love   lot bad review appear relate internet connection issue service 80mp fibre broadband
price going up AGAIN: i think that its good and bad because i cant watch  a fracking Christmas movie but its great service,2,122,price go think good bad not watch   fracke Christmas movie great service
Just had to Lower my subscription and…: Hate that I can't see my shows when traveling!,1,86,lower subscription hate not show travel
"ability to watch with subtitles, in different languages, no ads, lots of content: PERFECT I dont know why some review here is 1 or 2 stars. The netflix is perfect",4,162,ability watch subtitle different language ad lot content PERFECT not know review 1 2 star netflix perfect
Tripe!: Go woke get broke. Otherwise dope service and worthy.,2,61,tripe wake break dope service worthy
Tricked by Netflix into getting me off basic plan: Make sure to keep an eye on your bank statement. I have been double charged over 1 year and I was like what the heck? I called them what they said your account was compromised....then???? Nothing happened I got only 1 month refund and keep on going for a couple months. Called and reached supervisor guy name called Enrique. He says we are not able to get your money back...I’m pretty sure even dollar store would give your money if you got charged twice for no reason. Thanks Netflix to charge me twice a month you guys are literally best scammers,1,599,trick Netflix get basic plan sure eye bank statement double charge 1 year like heck call say account compromisedthen happen get 1 month refund go couple month call reach supervisor guy call Enrique say able money backIm pretty sure dollar store money got charge twice reason Thanks Netflix charge twice month guy literally good scammer
Poor customer service: Charged my account without my consent because they 'detected' I've already had a 30 free trial which I've never had,1,138,poor customer service charge account consent detect ve 30 free trial ve
"Just had an email stating my plan is…: Fraud policies are a joke. Essentially my account got hacked and Netflix did not care one bit. My account email and password were changed by someone in Morocco and apparently the only way to recover your account is to give them all of your secure payment information...over the phone....after your account was just hacked, not really something I want to do. No company has EVER asked me for my all of my paypal account information. So sketchy. The only other option is to cancel your account entirely, which you have absolutely no proof that your account has actually been cancelled besides taking the representatives word for it. They then tell you to go online and just sign up for a new account. What a joke. I had previously been very happy with Netflix but this experience has shown me how very very little Netflix AND it's customer service reps care about their customers. Very sad, I will not be signing up again.",1,959,email state plan Fraud policy joke essentially account got hack Netflix care bit account email password change Morocco apparently way recover account secure payment informationover phoneafter account hack want company ask paypal account information sketchy option cancel account entirely absolutely proof account actually cancel take representative word tell online sign new account joke previously happy Netflix experience show little Netflix customer service rep care customer sad sign
"1 star as I can’t give any lower…: Quiero que salga en Netflix gravity falls con las 2 temporadas i pokemon, final space, Rick and Morty.... Sacar todas las TEMPORADAS COMPLETAS!!!",1,180,1 star not low Quiero que salga en Netflix gravity fall con las 2 temporada pokemon final space Rick Morty Sacar toda las TEMPORADAS completa
Continually locks up my smart TV!!!: Netflix deactivated my account due to fro duke today usage from a third world country but continued to charge my account. I called them trying to get a refund for the month or a free month of service since I was not able to use it. They could not and would not do anything to make this right. It is unbelievable to me that a company that gross 950mil/month would lose a customer over less than 20 dollars. I canceled my account and went to amazon prime.,1,490,continually lock smart tv Netflix deactivate account fro duke today usage world country continue charge account call try refund month free month service able use right unbelievable company gross 950milmonth lose customer 20 dollar cancel account go amazon prime
